"","case_number","cmte_id","cmte_name","report_type","report_year","fine_amount","office","state","district","cand_name","late_filed_not_filed","paid_yes_no","line_image","end_line_image","timestamp"
"668",750,"C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","Q3",2002,1250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543636+0","26-AUG-18"
"669",751,"C00375139","WHETSTONE FOR CONGRESS","Q3",2002,250,"H","AL",1,"WHETSTONE, JOHN DAVID","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543147+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543153+0","26-AUG-18"
"670",752,"C00375188","JEFF FINK FOR CONGRESS","Q3",2002,186,"H","AL",3,"FINK, JEFFREY JOHN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544905+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544911+0","26-AUG-18"
"671",753,"C00370304","FRIENDS OF SAM MARTINEZ","Q3",2002,0,"H","AZ",1,"MARTINEZ, SAM C","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543658+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543663+0","26-AUG-18"
"672",754,"C00373985","LARRY KING FOR CONGRESS","Q3",2002,1400,"H","AZ",5,"KING, LARRY","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543636+0","26-AUG-18"
"673",755,"C00247544","CONDIT FOR CONGRESS","Q3",2002,250,"H","CA",18,"CONDIT, GARY A","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"674",756,"C00366302","MARK JOHNSON FOR CONGRESS INC","Q3",2002,700,"H","CA",47,"JOHNSON, MARK C","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543819+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543826+0","26-AUG-18"
"675",757,"C00373514","BEN ALLEN FOR CONGRESS","Q3",2002,2100,"H","GA",12,"ALLEN, BENJAMIN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"676",758,"C00367854","JEFF BALLENGER FOR CONGRESS","Q3",2002,400,"H","IA",5,"BALLENGER, JEFFREY A","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544973+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544978+0","26-AUG-18"
"677",759,"C00369231","ALEXA FOR CONGRESS","Q3",2002,600,"H","IN",2,"ALEXA, WILLIAM E","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"678",760,"C00370775","HANDRAHAN FOR CONGRESS","Q3",2002,1050,"H","ME",2,"HANDRAHAN, LORI","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"679",761,"C00269506","BARCIA FOR CONGRESS","Q3",2002,825,"H","MI",5,"BARCIA, JAMES A","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"680",762,"C00374686","BILL MARTIN CONGRESSIONAL COMMITTEE","Q3",2002,275,"H","NC",13,"MARTIN, WILLIAM NELSON","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"681",763,"C00217117","HELMS FOR SENATE COMMITTEE (2002)","Q3",2002,0,"S","NC",0,"HELMS, JESSE","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543107+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543112+0","26-AUG-18"
"682",764,"C00203554","TOM SAWYER COMMITTEE","Q3",2002,1550,"H","OH",17,"SAWYER, TOM","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"683",765,"C00304949","WATTS FOR CONGRESS","Q3",2002,4225,"H","OK",4,"WATTS, JULIUS CEASER JR (JC)","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543882+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543888+0","26-AUG-18"
"684",766,"C00374033","FRIENDS OF FRANK THOMAS","Q3",2002,325,"H","PA",6,"THOMAS, FRANK","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544073+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544079+0","26-AUG-18"
"685",767,"C00367284","BATTLES FOR CONGRESS","Q3",2002,700,"H","RI",1,"BATTLES, MICHAEL JOSEPH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"686",768,"C00371138","CHRISTY FERGUSON FOR CONGRESS COMMITTEE","Q3",2002,500,"H","RI",1,"FERGUSON, CHRISTINE C","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"687",769,"C00365205","CASEY FOR CONGRESS COMMITTEE","Q3",2002,275,"H","SD",0,"CASEY, RICHARD D","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"688",770,"C00347708","PHIL SUDAN FOR CONGRESS","Q3",2002,775,"H","TX",5,"SUDAN,  PHIL","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"689",771,"C00198309","DICK ARMEY CAMPAIGN COMMITTEE","Q3",2002,1750,"H","TX",26,"ARMEY, RICHARD K","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543875+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543881+0","26-AUG-18"
"690",772,"C00370817","GERALD WILLIS FOR CONGRESS","Q3",2002,900,"H","AL",3,"WILLIS, GERALD","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"691",773,"C00368977","FRIENDS FOR FARLEY","Q3",2002,900,"H","AZ",2,"FARLEY, ELIZABETH M","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544896+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544904+0","26-AUG-18"
"692",774,"C00368852","BRIGGS FOR CONGRESS","Q3",2002,900,"H","CA",21,"BRIGGS, MIKE EARL","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543689+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543709+0","26-AUG-18"
"693",775,"C00372813","MARK BAISLEY FOR CONGRESS","Q3",2002,900,"H","CO",7,"BAISLEY, MARK","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543562+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543582+0","26-AUG-18"
"694",776,"C00364265","JIM SULLIVAN FOR CONGRESS","Q3",2002,2700,"H","CT",2,"SULLIVAN, JAMES M","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543636+0","26-AUG-18"
"695",777,"C00374413","FRIENDS OF KEN EGGLESTON","Q3",2002,0,"H","FL",16,"EGGLESTON, KEN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543504+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543523+0","26-AUG-18"
"696",778,"C00371690","BOB HERRIOTT FOR US CONGRESS","Q3",2002,5500,"H","GA",11,"HERRIOTT, BOB","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543889+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543895+0","26-AUG-18"
"697",779,"C00366245","MCCOY FOR CONGRESS","Q3",2002,0,"H","IA",4,"MCCOY, MATT","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543504+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543523+0","26-AUG-18"
"698",780,"C00367953","JOE SLOVINEC FOR CONGRESS CAMPAIGN COMMITTEE","Q3",2002,0,"H","IL",5,"SLOVINEC, JOSEPH GEORGE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544890+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544895+0","26-AUG-18"
"699",781,"C00371765","JAY BLOSSMAN FOR US SENATE","Q3",2002,525,"S","LA",0,"BLOSSMAN, JACK A JR","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544254+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544260+0","26-AUG-18"
"700",782,"C00370320","SEAN MAHONEY FOR CONGRESS","Q3",2002,9000,"H","NH",1,"MAHONEY, SEAN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543504+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543523+0","26-AUG-18"
"701",783,"C00373183","AKRAM FOR CONGRESS INC","Q3",2002,3500,"H","NJ",5,"YOSRI, AKRAM","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543562+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543582+0","26-AUG-18"
"702",784,"C00376368","ROSS FOR CONGRESS","Q3",2002,6875,"H","NJ",7,"ROSS, TYRONE CASS","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543636+0","26-AUG-18"
"703",785,"C00368118","SKORSKI FOR CONGRESS","Q3",2002,1800,"H","NY",4,"SKORSKI, ALAN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543562+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543582+0","26-AUG-18"
"704",786,"C00148429","BORSKI FOR CONGRESS COMMITTEE","Q3",2002,2700,"H","PA",13,"BORSKI, ROBERT A","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"705",787,"C00368548","REPUBLICANS FOR PHIL BRADLEY","Q3",2002,2700,"H","SC",4,"BRADLEY, PHILIP T","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543636+0","26-AUG-18"
"706",788,"C00367276","DIEDRICH FOR CONGRESS","Q3",2002,900,"H","SD",0,"DIEDRICH, LARRY WILLIAM","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543896+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543902+0","26-AUG-18"
"707",789,"C00372516","MIKE GREENE FOR CONGRESS COMMITTEE","Q3",2002,4500,"H","TN",4,"GREENE, MIKE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543562+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543582+0","26-AUG-18"
"708",790,"C00371500","DAN HAGOOD FOR CONGRESS, INC.","Q3",2002,900,"H","TX",5,"HAGOOD, DANIEL K","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"709",791,"C00371401","DUB MAINES FOR CONGRESS","Q3",2002,2700,"H","TX",11,"MAINES, JAMES DARRELL JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543636+0","26-AUG-18"
"710",792,"C00372888","C PATRICK MEECE FOR CONGRESS","Q3",2002,900,"H","TX",31,"MEECE, CURTIS PATRICK","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544979+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544984+0","26-AUG-18"
"711",793,"C00374314","FRIENDS OF BOB GROSS COMMIITTEE","Q3",2002,2700,"H","UT",1,"GROSS, ROBERT CRAIG","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092552852+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092552858+0","26-AUG-18"
"712",794,"C00375204","HARMSEN FOR CONGRESS","Q3",2002,1800,"H","UT",2,"HARMSEN, STEPHEN MARK","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543483+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543503+0","26-AUG-18"
"713",795,"C00370908","FRIENDS OF MARGARET WORKMAN","Q3",2002,9000,"H","WV",2,"WORKMAN, MARGARET L","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543562+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543582+0","26-AUG-18"
"714",797,"C00374629","SYED MAHMOOD FOR CONGRESS","12G",2002,325,"H","CA",13,"MAHMOOD, SYED R","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543677+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543688+0","26-AUG-18"
"715",798,"C00379727","KENDRICK MEEK CAMPAIGN FOR CONGRESS","12G",2002,900,"H","FL",17,"MEEK, KENRICK B","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"716",799,"C00378596","JOE FINLEY FOR CONGRESS","12G",2002,975,"H","NY",5,"FINLEY, JOSEPH P","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"717",800,"C00334441","SNYDER FOR CONGRESS CAMPAIGN COMMITTEE","12G",2002,2000,"H","AR",2,"SNYDER, VICTOR F","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550478+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550585+0","26-AUG-18"
"718",801,"C00374546","VAN AUKEN FOR CONGRESS COMMITTEE","12G",2002,2000,"H","GA",4,"VAN AUKEN, CYNTHIA L","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550586+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550671+0","26-AUG-18"
"719",802,"C00369686","COMM. TO ELECT MADELEINE Z. BORDALLO","12G",2002,2000,"H","GU",0,"BORDALLO, MADELEINE Z. MS.","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"720",803,"C00371955","RON DAUGHERTY FOR CONGRESS","12G",2002,0,"H","NC",10,"DAUGHERTY, RONALD TYLER","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543545+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543551+0","26-AUG-18"
"721",804,"C00329375","MEEKS FOR CONGRESS","12G",2002,1500,"H","NY",5,"MEEKS, GREGORY W.","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"722",805,"C00379073","HORNBERGER FOR SENATE","12G",2002,1000,"S","VA",0,"HORNBERGER, JACOB G JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"723",806,"C00320754","DONNA CHRISTENSEN CAMPAIGN","12G",2002,1250,"H","VI",0,"CHRISTENSEN, DONNA M","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543664+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543676+0","26-AUG-18"
"724",807,"C00347385","LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE","12G",2002,375,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"725",808,"C00038604","AMERICAN FINANCIAL SERVICES ASSOCIATION PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"726",809,"C00144261","APPRAISAL INSTITUTE PAC (AI PAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"727",810,"C00004879","AMERICAN BUS ASSOCIATION POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"728",811,"C00351635","CALFEE FUND FOR GOOD GOVERNMENT","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"729",812,"C00101766","UNITED AIRLINES, INC. POLITICAL ACTION COMMITTEE (UAPAC)","12G",2002,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550208+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550273+0","26-AUG-18"
"730",813,"C00341271","DAY & ZIMMERMANN INC FEDERAL PAC (AKA 'DAYPAC - FEDERAL')","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544985+0","http://docquery.fec.gov/cgi-bin/fecimg/?_2402544991+0","26-AUG-18"
"731",814,"C00149211","DISTRICT COUNCIL 37 AFSCME PUBLIC EMPLOYEES ORGANIZED FOR POL & LEG EQUALITY (DC37PEOPLE)","12G",2002,3000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"732",815,"C00111658","EDS PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"733",816,"C00255950","POWER POLITICAL ACTION COMMITTEE OF VISTRA ENERGY","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"734",817,"C00300863","FIRST NATIONAL OF NEBRASKA PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"735",818,"C00141747","FRIENDS OF ISRAEL POLITICAL ACTION COMMITTEE - FIPAC","12G",2002,1250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544992+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544998+0","26-AUG-18"
"736",819,"C00266585","GREENBERG TRAURIG, P.A. PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"737",820,"C00022343","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","12G",2002,3000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"738",821,"C00139451","KANSAS CITY SOUTHERN EMPLOYEE PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550274+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550346+0","26-AUG-18"
"739",822,"C00366179","LEADERSHIP IN THE NEW CENTURY (LINCPAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"740",823,"C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"741",824,"C00215558","MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550347+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550426+0","26-AUG-18"
"742",825,"C00311878","MEDTRONIC INC. PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"743",826,"C00084475","3M COMPANY PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"744",827,"C00003558","NATIONAL COMMITTEE FOR AN EFFECTIVE CONGRESS","12G",2002,9000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092552859+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092552950+0","26-AUG-18"
"745",828,"C00083915","NATIONAL PEST MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE","12G",2002,1250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"746",829,"C00076174","NATIONWIDE MUTUAL INSURANCE COMPANY POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"747",830,"C00324103","NCR CORPORATION POLITICAL ACTION COMMITTEE (NCRPAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"748",831,"C00104802","DELTA AIR LINES POLITICAL ACTION COMMITTEE","12G",2002,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"749",832,"C00346353","CRH AMERICAS, INC. PAC","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"750",833,"C00340455","AQUA AMERICA, INC. H2O POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"751",834,"C00361758","T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"752",835,"C00119354","TENET HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE","12G",2002,3000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"753",836,"C00040394","THE WILLIAMS COMPANIES, INC. POLITICAL ACTION COMMITTEE","12G",2002,1250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"754",837,"C00150367","NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC","12G",2002,6000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"755",838,"C00107771","XCEL ENERGY EMPLOYEE POLITICAL ACTION COMMITTEE (XPAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543737+0","26-AUG-18"
"756",839,"C00282731","COUNTRYWIDE FINANCIAL CORPORATION PAC","12G",2002,406,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543765+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543791+0","26-AUG-18"
"757",840,"C00018036","U.S. BANCORP POLITICAL PARTICIPATION PROGRAM","12G",2002,650,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544189+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092544217+0","26-AUG-18"
"758",841,"C00034785","ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544958+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092544965+0","26-AUG-18"
"759",842,"C00331017","AMERICAN ASSOCIATION OF PHYSICIAN SPECIALISTS INC. POLITICIAN ACTION COMMITTEE (AAPSPAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543765+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543791+0","26-AUG-18"
"760",843,"C00338012","AMERICAN CENTURY COMPANIES INC POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543765+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543791+0","26-AUG-18"
"761",844,"C00022988","AMERICAN NURSERY AND LANDSCAPE ASSOCIATION - POLITICAL ACTION COMMITTEE","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550852+0","http://docquery.fec.gov/cgi-bin/fecimg/?_24092550936+0","26-AUG-18"
"762",845,"C00171504","EYEPAC POLITICAL ACTION COMMITTEE FOR AMERICAN SOCIETY OF CATARACT AND REFRACTIVE SURGERY","12G",2002,1250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543765+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543791+0","26-AUG-18"
"763",846,"C00210666","AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION PAC (ASHA PAC)","12G",2002,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543765+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543791+0","26-AUG-18"
"764",847,"C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE","12G",2002,1250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543903+0","http://docquery.fec.gov/cgi-bin/fecimg/?_23092543931+0","26-AUG-18"
